"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-01-01","2022","01","01","","3.2","","-5.3","","-1.1","","19.1","","0.0","","","","","","","M","","","10","","37",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-01-02","2022","01","02","","7.9","","1.0","","4.5","","13.5","","0.0","","","","","","","M","","","13","","47",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-01-03","2022","01","03","","6.0","","1.4","","3.7","","14.3","","0.0","","","","","","","M","","","24","","57",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-01-04","2022","01","04","","6.3","","0.7","","3.5","","14.5","","0.0","","","","","","","M","","","24","","47",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-01-05","2022","01","05","","3.4","","-0.2","","1.6","","16.4","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-01-06","2022","01","06","","5.1","","-0.1","","2.5","","15.5","","0.0","","","","","","","M","","","1","","33",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-01-07","2022","01","07","","7.4","","2.5","","5.0","","13.0","","0.0","","","","","","","M","","","29","","73",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-01-08","2022","01","08","","5.9","","0.4","","3.2","","14.8","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-01-09","2022","01","09","","8.0","","2.7","","5.4","","12.6","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-01-10","2022","01","10","","9.3","","3.7","","6.5","","11.5","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-01-11","2022","01","11","","10.2","","6.3","","8.3","","9.7","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-01-12","2022","01","12","","10.5","","7.9","","9.2","","8.8","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-01-13","2022","01","13","","9.5","","7.4","","8.5","","9.5","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-01-14","2022","01","14","","8.4","","6.9","","7.7","","10.3","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-01-15","2022","01","15","","7.1","","5.0","","6.1","","11.9","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-01-16","2022","01","16","","6.4","","5.4","","5.9","","12.1","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-01-17","2022","01","17","","7.2","","5.3","","6.3","","11.7","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-01-18","2022","01","18","","8.4","","6.0","","7.2","","10.8","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-01-19","2022","01","19","","8.9","","6.9","","7.9","","10.1","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-01-20","2022","01","20","","10.1","","7.3","","8.7","","9.3","","0.0","","","","","","","M","","","23","","59",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-01-21","2022","01","21","","7.8","","2.5","","5.2","","12.8","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-01-22","2022","01","22","","7.7","","4.0","","5.9","","12.1","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-01-23","2022","01","23","","4.4","","2.6","","3.5","","14.5","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-01-24","2022","01","24","","5.8","","2.8","","4.3","","13.7","","0.0","","","","","","","M","","","7","","40",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-01-25","2022","01","25","","5.2","","3.0","","4.1","","13.9","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-01-26","2022","01","26","","5.5","","1.2","","3.4","","14.6","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-01-27","2022","01","27","","7.3","","1.5","","4.4","","13.6","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-01-28","2022","01","28","","5.4","","0.3","","2.9","","15.1","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-01-29","2022","01","29","","7.1","","1.8","","4.5","","13.5","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-01-30","2022","01","30","","7.6","","4.9","","6.3","","11.7","","0.0","","","","","","","M","","","26","","66",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-01-31","2022","01","31","","7.6","","3.6","","5.6","","12.4","","0.0","","","","","","","M","","","25","","52",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-02-01","2022","02","01","","6.3","","-0.8","","2.8","","15.2","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-02-02","2022","02","02","","6.1","","0.4","","3.3","","14.7","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-02-03","2022","02","03","","7.5","","5.6","","6.6","","11.4","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-02-04","2022","02","04","","10.0","","6.8","","8.4","","9.6","","0.0","","","","","","","M","","","23","","61",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-02-05","2022","02","05","","8.5","","5.7","","7.1","","10.9","","0.0","","","","","","","M","","","26","","46",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-02-06","2022","02","06","","8.9","","3.7","","6.3","","11.7","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-02-07","2022","02","07","","10.6","","2.6","","6.6","","11.4","","0.0","","","","","","","M","","","23","","65",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-02-08","2022","02","08","","7.7","","6.6","","7.2","","10.8","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-02-09","2022","02","09","","8.8","","6.8","","7.8","","10.2","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-02-10","2022","02","10","","8.4","","6.5","","7.5","","10.5","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-02-11","2022","02","11","","10.6","","6.3","","8.5","","9.5","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-02-12","2022","02","12","","10.8","","3.8","","7.3","","10.7","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-02-13","2022","02","13","","9.6","","1.8","","5.7","","12.3","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-02-14","2022","02","14","","9.5","","4.8","","7.2","","10.8","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-02-15","2022","02","15","","9.2","","1.9","","5.6","","12.4","","0.0","","","","","","","M","","","25","","39",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-02-16","2022","02","16","","9.5","","1.7","","5.6","","12.4","","0.0","","","","","","","M","","","36","","31",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-02-17","2022","02","17","","9.7","","3.2","","6.5","","11.5","","0.0","","","","","","","M","","","24","","40",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-02-18","2022","02","18","","8.5","","2.5","","5.5","","12.5","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-02-19","2022","02","19","","9.3","","3.3","","6.3","","11.7","","0.0","","","","","","","M","","","25","","56",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-02-20","2022","02","20","","7.7","","4.8","","6.3","","11.7","","0.0","","","","","","","M","","","25","","44",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-02-21","2022","02","21","","5.5","","0.1","","2.8","","15.2","","0.0","","","","","","","M","","","2","","48",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-02-22","2022","02","22","","1.0","","-2.0","","-0.5","","18.5","","0.0","","","","","","","M","","","6","","60",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-02-23","2022","02","23","","3.7","","-2.7","","0.5","","17.5","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-02-24","2022","02","24","","4.1","","-0.3","","1.9","","16.1","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-02-25","2022","02","25","","6.0","","-2.3","","1.9","","16.1","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-02-26","2022","02","26","","8.3","","2.1","","5.2","","12.8","","0.0","","","","","","","M","","","11","","38",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-02-27","2022","02","27","","10.4","","7.1","","8.8","","9.2","","0.0","","","","","","","M","","","11","","41",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-02-28","2022","02","28","","11.0","","7.0","","9.0","","9.0","","0.0","","","","","","","M","","","11","","37",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-03-01","2022","03","01","","10.8","","6.2","","8.5","","9.5","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-03-02","2022","03","02","","10.7","","7.1","","8.9","","9.1","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-03-03","2022","03","03","","10.5","","5.8","","8.2","","9.8","","0.0","","","","","","","M","","","27","","35",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-03-04","2022","03","04","","8.8","","4.5","","6.7","","11.3","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-03-05","2022","03","05","","9.4","","2.3","","5.9","","12.1","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-03-06","2022","03","06","","10.4","","2.1","","6.3","","11.7","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-03-07","2022","03","07","","8.2","","3.5","","5.9","","12.1","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-03-08","2022","03","08","","10.4","","5.2","","7.8","","10.2","","0.0","","","","","","","M","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-03-09","2022","03","09","","8.0","","1.0","","4.5","","13.5","","0.0","","","","","","","M","","","1","","45",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-03-10","2022","03","10","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-03-11","2022","03","11","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-03-12","2022","03","12","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-03-13","2022","03","13","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-03-14","2022","03","14","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-03-15","2022","03","15","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-03-16","2022","03","16","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-03-17","2022","03","17","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-03-18","2022","03","18","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-03-19","2022","03","19","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-03-20","2022","03","20","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-03-21","2022","03","21","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-03-22","2022","03","22","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-03-23","2022","03","23","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-03-24","2022","03","24","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-03-25","2022","03","25","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-03-26","2022","03","26","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-03-27","2022","03","27","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-03-28","2022","03","28","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-03-29","2022","03","29","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-03-30","2022","03","30","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-03-31","2022","03","31","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-04-01","2022","04","01","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-04-02","2022","04","02","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-04-03","2022","04","03","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-04-04","2022","04","04","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-04-05","2022","04","05","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-04-06","2022","04","06","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-04-07","2022","04","07","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-04-08","2022","04","08","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-04-09","2022","04","09","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-04-10","2022","04","10","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-04-11","2022","04","11","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-04-12","2022","04","12","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-04-13","2022","04","13","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-04-14","2022","04","14","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-04-15","2022","04","15","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-04-16","2022","04","16","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-04-17","2022","04","17","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-04-18","2022","04","18","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-04-19","2022","04","19","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-04-20","2022","04","20","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-04-21","2022","04","21","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-04-22","2022","04","22","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-04-23","2022","04","23","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-04-24","2022","04","24","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-04-25","2022","04","25","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-04-26","2022","04","26","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-04-27","2022","04","27","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-04-28","2022","04","28","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-04-29","2022","04","29","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-04-30","2022","04","30","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-05-01","2022","05","01","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-05-02","2022","05","02","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-05-03","2022","05","03","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-05-04","2022","05","04","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-05-05","2022","05","05","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-05-06","2022","05","06","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-05-07","2022","05","07","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-05-08","2022","05","08","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-05-09","2022","05","09","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-05-10","2022","05","10","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-05-11","2022","05","11","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-05-12","2022","05","12","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-05-13","2022","05","13","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-05-14","2022","05","14","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-05-15","2022","05","15","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-05-16","2022","05","16","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-05-17","2022","05","17","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-05-18","2022","05","18","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-05-19","2022","05","19","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-05-20","2022","05","20","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-05-21","2022","05","21","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-05-22","2022","05","22","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-05-23","2022","05","23","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-05-24","2022","05","24","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-05-25","2022","05","25","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-05-26","2022","05","26","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-05-27","2022","05","27","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-05-28","2022","05","28","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-05-29","2022","05","29","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-05-30","2022","05","30","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-05-31","2022","05","31","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-06-01","2022","06","01","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-06-02","2022","06","02","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-06-03","2022","06","03","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-06-04","2022","06","04","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-06-05","2022","06","05","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-06-06","2022","06","06","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-06-07","2022","06","07","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-06-08","2022","06","08","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-06-09","2022","06","09","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-06-10","2022","06","10","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-06-11","2022","06","11","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-06-12","2022","06","12","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-06-13","2022","06","13","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-06-14","2022","06","14","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-06-15","2022","06","15","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-06-16","2022","06","16","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-06-17","2022","06","17","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-06-18","2022","06","18","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-06-19","2022","06","19","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-06-20","2022","06","20","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-06-21","2022","06","21","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-06-22","2022","06","22","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-06-23","2022","06","23","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-06-24","2022","06","24","","","","","","","","","","","","","","","","","","","","","","",""
"-123.39","48.42","VICTORIA HARBOUR A","1018633","2022-06-25","2022","06","25","","","","","","","","","","","","","","","","","","","","","","",""
